name;last_name;birth_date;id;city;town;symptoms;description;status;date_of_admission
Ezio;Duarte;31/12/1973;27370866136;Totonicapán;San Bartolo;Fiebre, Tos seca;Bejuco, Panama;Recuperado;26/03/2020
Tulio;Apodaca;22/12/1965;252804942010;San Marcos;San Marcos;Fiebre, Tos seca, Escalofríos y dolores corporales;Lívingston, Guatemala;Sospechoso;7/05/2020
Onésimo;Meléndez;21/04/1987;29647233181;Santa Rosa;Taxisco;Fiebre, Cansancio, Escalofríos y dolores corporales;El Almendro, Nicaragua;Confirmado;27/04/2020
Vitoldo;Ulibarri;31/08/1989;21852847225; Quetzaltenango; San Carlos Sija;Fiebre, Tos seca;Ciudad Choluteca, Honduras;Recuperado;23/03/2020
Rachel;Sanabria;16/08/1992;24233724113;San Marcos;Comitancillo;Fiebre, Tos seca, Escalofríos y dolores corporales;El Coco, Panama;Recuperado;4/04/2020
Florentino;Orta;16/10/1928;2632639822;Retalhuleu;Retalhuleu;Fiebre, Tos seca;Copán, Honduras;Confirmado;24/03/2020
Jenifer;Puente;25/07/1959;2799972186;San Marcos;Malacatán;Fiebre, Tos seca, Escalofríos y dolores corporales;Magisterial, Mexico;Confirmado;5/05/2020
Garrison;Medina;9/03/1999;2201382871;Sololá;Concepción;Fiebre, Cansancio;El Porvenir, Mexico;Sospechoso;7/05/2020
Ciset;Barrera;8/10/2006;2033537919;Escuintla;Palín;Fiebre, Cansancio;Dallas, Estados Unidos;Sospechoso;24/04/2020
Cruz;Enríquez;17/09/2019;28657486103;Quetzaltenango;Salcajá;Fiebre, Tos seca, Escalofríos y dolores corporales;Quezaltepeque, El Salvador;Recuperado;26/04/2020
Melín;Mota;13/09/1943;28792393212;Sololá;Nahualá;Fiebre, Tos seca;El Copé, Panama;Confirmado;21/03/2020
Rigel;Zayas;29/09/1995;2357369916;Huehuetenango;Jacaltenango;Fiebre, Tos seca;Vitoria-Gasteiz, España;Sospechoso;29/03/2020
Kirios;Razo;10/02/1962;21887151146;Zacapa;Teculután;Fiebre, Tos seca, Escalofríos y dolores corporales;Akron, Estados Unidos;Recuperado;10/04/2020
Miles;Terán;8/02/2008;2178993595;Guatemala;Villa Nueva;Fiebre, Cansancio;La Virtud, Honduras;Confirmado;19/03/2020
Dámaso;Loya;6/02/1960;21713007136;Escuintla;San José;Fiebre, Tos seca, Escalofríos y dolores corporales;Villa Nueva, Guatemala;Confirmado;19/03/2020
Ibérico;Zamudio;26/10/1948;27576908105;Zacapa;Río Hondo;Fiebre, Cansancio;Zephyrhills, Estados Unidos;Confirmado;8/04/2020
Alcides;Linares;16/04/1968;21557279141;El Progreso;San Cristóbal Acasaguastlán;Fiebre, Tos seca;San Isidro, Mexico;Recuperado;13/04/2020
Plubio;Casanova;22/09/1922;20693256211;Sololá;Sololá;Fiebre, Tos seca;Toledo, Estados Unidos;Recuperado;13/04/2020
Fiona;Nazario;23/11/1971;29643246228;El Progreso;Morazán;Fiebre, Tos seca;El Bálsamo, Honduras;Confirmado;15/03/2020
Martial;Amador;12/06/2012;2595533936;El Progreso;Guastatoya;Fiebre, Cansancio;Jalapa, Nicaragua;Confirmado;19/03/2020
Anfos;Ybarra;5/02/1943;26180322104;Sololá;Panajachel;Fiebre, Cansancio, Escalofríos y dolores corporales;Concepción, Guatemala;Sospechoso;15/04/2020
Dídimo;Núñez;3/07/1965;2119718995;Escuintla;Tiquisate;Fiebre, Tos seca, Escalofríos y dolores corporales;San Antonio, Estados Unidos;Sospechoso;25/04/2020
Orquídea;Arenas;24/04/1976;26190838222;Escuintla;San José;Fiebre, Dificultad respiratoria;Loma Bonita, Mexico;Sospechoso;4/05/2020
Herman;Ocasio;16/10/1942;29285281225;Escuintla;Palín;Fiebre, Dificultad respiratoria;San Sebastián, El Salvador;Recuperado;20/04/2020
Amarilia;Alonzo;12/11/1927;27127280710;Guatemala;Guatemala;Fiebre, Cansancio, Escalofríos y dolores corporales;Puerto Barrios, Guatemala;Sospechoso;16/04/2020
Albana;Montero;28/12/1934;19377228174;Jalapa;San Luis Jilotepeque;Fiebre, Cansancio;Arlington, Estados Unidos;Recuperado;29/04/2020
Gabino;Rosales;20/07/1922;26054639176;Escuintla;Siquinalá;Fiebre, Cansancio;Melchor Ocampo, Mexico;Recuperado;14/04/2020
Liberata;Granado;7/11/1995;295663211610;Quetzaltenango;Cantel;Fiebre, Tos seca;Pontevedra, España;Recuperado;12/04/2020
Gadiel;Montalvo;27/09/1963;20696684229;Zacapa;Usumatlán;Fiebre, Cansancio;Arlington, Estados Unidos;Sospechoso;21/03/2020
Archer;Lerma;31/07/1959;2721472562;Guatemala;San José Pinula;Fiebre, Cansancio, Escalofríos y dolores corporales;Houston, Estados Unidos;Recuperado;21/04/2020
Serena;Hinojosa;3/11/1970;196877681210;Guatemala;Guatemala;Fiebre, Cansancio;San Pedro Zacapa, Honduras;Sospechoso;19/04/2020
Jesualdo;Holguín;10/02/1960;2505237321;Escuintla;Palín;Fiebre, Tos seca, Escalofríos y dolores corporales;Phoenix, Estados Unidos;Sospechoso;11/04/2020
Frutos;Vallejo;5/11/1938;2678430664;Jalapa;Monjas;Fiebre, Tos seca, Escalofríos y dolores corporales;London, Estados Unidos;Confirmado;8/04/2020
Landerico;Quiñónez;21/02/1932;280865272210;Huehuetenango;La Libertad;Fiebre, Cansancio;Chattanooga, Estados Unidos;Sospechoso;22/04/2020
Marino;Armas;14/07/1988;21543123219;Escuintla;San Vicente Pacaya;Fiebre, Tos seca, Escalofríos y dolores corporales;San Andrés Villa Seca, Guatemala;Recuperado;25/04/2020
Germain;Vargas;31/08/2013;22562801169;Guatemala;Fraijanes;Fiebre, Tos seca;El Progreso, Mexico;Confirmado;20/03/2020
Casto;Hernádez;14/04/2012;2678078161;San Marcos;Catarina;Fiebre, Tos seca, Escalofríos y dolores corporales;San Isidro, Mexico;Confirmado;2/05/2020
Maricel;Gracia;16/05/1970;21249193211;Petén;San José;Fiebre, Cansancio;Denver, Estados Unidos;Confirmado;30/04/2020
Laurencia;Negrete;2/01/1951;29959081207;Baja Verapaz;Cubulco;Fiebre, Tos seca, Escalofríos y dolores corporales;San Antonio Aguas Calientes, Guatemala;Confirmado;22/04/2020
Neptuno;Peralta;11/12/1952;23665860121;Petén;San Benito;Fiebre, Tos seca;Matina, Costa Rica;Sospechoso;14/04/2020
Leocadio;Ballesteros;9/12/2011;19718368109;San Marcos;Malacatán;Fiebre, Tos seca, Escalofríos y dolores corporales;Miami, Estados Unidos;Sospechoso;22/03/2020
Marilena;Árias;9/02/1940;2641749678;Zacapa;Río Hondo;Fiebre, Dificultad respiratoria;New York City, Estados Unidos;Recuperado;1/04/2020
Waldino;Bañuelos;11/06/1992;295152922010;San Marcos;Comitancillo;Fiebre, Tos seca;Omoa, Honduras;Recuperado;31/03/2020
Sixto;Magana;13/02/1927;19957419126;Guatemala;Chuarrancho;Fiebre, Cansancio, Escalofríos y dolores corporales;Santiago Puringla, Honduras;Confirmado;4/05/2020
Nofre;Segura;1/06/1944;23079707103;Escuintla;San José;Fiebre, Cansancio;Berlín, Honduras;Sospechoso;16/04/2020
Adassa;Badillo;16/03/1947;19886111226;Jalapa;San Luis Jilotepeque;Fiebre, Tos seca, Escalofríos y dolores corporales;Simi Valley, Estados Unidos;Recuperado;21/04/2020
Viviana;Mascarenas;22/09/2019;2318410044;Escuintla;Palín;Fiebre, Cansancio, Escalofríos y dolores corporales;El Tránsito, Honduras;Sospechoso;15/03/2020
Jesabel;Carbajal;14/11/1982;2695903592;Baja Verapaz;Granados;Fiebre, Tos seca;Hartford, Estados Unidos;Confirmado;23/03/2020
Horaz;Laboy;30/03/1931;24092734228;Guatemala;Villa Nueva;Fiebre, Cansancio, Escalofríos y dolores corporales;Aurora, Estados Unidos;Recuperado;18/04/2020
Meneo;Méndez;20/05/1970;21572522126;Quiché;Cunén;Fiebre, Cansancio, Escalofríos y dolores corporales;Bejuco, Costa Rica;Sospechoso;23/04/2020
Orietta;Limón;6/05/1926;23029222145;Huehuetenango;Cuilco;Fiebre, Tos seca, Escalofríos y dolores corporales;Omaha, Estados Unidos;Confirmado;15/04/2020
Pusaki;Galindo;8/12/1999;24925749189;Petén;San Benito;Fiebre, Cansancio, Escalofríos y dolores corporales;El Espino, Panama;Recuperado;19/03/2020
Zahir;Olivares;7/03/1982;20783815205;Jutiapa;Comapa;Fiebre, Cansancio;Washington, Estados Unidos;Sospechoso;30/03/2020
Celsa;Echevarría;23/03/1959;23901821195;Guatemala;Fraijanes;Fiebre, Cansancio;Independence, Estados Unidos;Sospechoso;4/04/2020
Margot;Parra;10/02/1928;241075431410;Sololá;Nahualá;Fiebre, Tos seca, Escalofríos y dolores corporales;Stamford, Estados Unidos;Confirmado;14/04/2020
Melitona;Juárez;9/09/1961;28457436216;Guatemala;Chinautla;Fiebre, Tos seca;Akron, Estados Unidos;Sospechoso;9/04/2020
Celest;Casanova;16/07/1998;2155627457;Escuintla;San José;Fiebre, Cansancio, Escalofríos y dolores corporales;Shreveport, Estados Unidos;Sospechoso;6/04/2020
Yamil;Madera;8/09/1978;21341879217;Jalapa;San Luis Jilotepeque;Fiebre, Tos seca;Richmond, Estados Unidos;Recuperado;9/04/2020
Anael;Polanco;10/06/2001;24144233201;San Marcos;Ixchiguán;Fiebre, Cansancio, Escalofríos y dolores corporales;Chattanooga, Estados Unidos;Confirmado;25/03/2020
Ann;Merino;1/11/1972;2118684553;Guatemala;Villa Nueva;Fiebre, Tos seca;Dulce Nombre, Honduras;Recuperado;13/03/2020
Melibeo;Baca;16/01/1971;2493824137;Retalhuleu;San Felipe;Fiebre, Tos seca, Escalofríos y dolores corporales;Fovissste, Mexico;Confirmado;1/05/2020
Guilleuma;Medrano;20/10/2019;21875305124;Santa Rosa;Cuilapa;Fiebre, Dificultad respiratoria;Guadalupe, Panama;Sospechoso;1/04/2020
Claro;Oquendo;2/11/1942;24351932208;Baja Verapaz;Cubulco;Fiebre, Dificultad respiratoria;Revolucion, Mexico;Sospechoso;16/03/2020
Haide;Vergara;19/10/1944;20058900161;Sololá;Panajachel;Fiebre, Tos seca, Escalofríos y dolores corporales;Chicago, Estados Unidos;Confirmado;26/04/2020
Otelo;Merino;9/06/1927;1917699144;San Marcos;Malacatán;Fiebre, Cansancio;San Jose, Mexico;Sospechoso;12/04/2020
Werner;Palomo;8/10/1983;2809043438;Jutiapa;Quesada;Fiebre, Dificultad respiratoria;Buffalo, Estados Unidos;Recuperado;14/03/2020
Haman;Delgado;15/02/1966;2110237563;San Marcos;Catarina;Fiebre, Tos seca;Washington, Estados Unidos;Sospechoso;14/04/2020
Escolástico;Nava;13/06/1994;27748082142;Izabal;Los Amates;Fiebre, Tos seca;Santa Cruz, Mexico;Confirmado;9/04/2020
Jacint;Urías;13/05/2012;23111579188;Guatemala;Amatitlán;Fiebre, Dificultad respiratoria;Los Angeles, Estados Unidos;Confirmado;7/04/2020
Alessio;Vázquez;13/12/1947;2744030756;Chimaltenango;Santa Apolonia;Fiebre, Dificultad respiratoria;Saint Paul, Estados Unidos;Confirmado;21/03/2020
Emigdio;Téllez;11/12/1947;2388540548;Jutiapa;Conguaco;Fiebre, Dificultad respiratoria;Pajapita, Guatemala;Confirmado;24/03/2020
Sabas;Medrano;21/06/1965;24474220229;Totonicapán;Santa María Chiquimula;Fiebre, Tos seca, Escalofríos y dolores corporales;Santa Fe, Mexico;Confirmado;7/04/2020
Tehuel;Prado;10/03/1953;25642134182;Escuintla;Masagua;Fiebre, Tos seca, Escalofríos y dolores corporales;Dante Delgado, Mexico;Confirmado;18/03/2020
Egisto;Salcido;14/04/1966;25534875179;Escuintla;Palín;Fiebre, Cansancio, Escalofríos y dolores corporales;Benito Juarez, Mexico;Sospechoso;20/04/2020
Inmaculada;Bustos;6/12/1976;2492504364;Sololá;San Antonio Palopó;Fiebre, Tos seca, Escalofríos y dolores corporales;Sacramento, Estados Unidos;Recuperado;31/03/2020
Saturno;Colón;21/01/1996;21233420110;Quetzaltenango;Cantel;Fiebre, Tos seca;San Diego, Estados Unidos;Sospechoso;24/04/2020
Garoa;Cano;5/11/2012;24448780143;Jalapa;Mataquescuintla;Fiebre, Cansancio, Escalofríos y dolores corporales;Barberena, Guatemala;Recuperado;26/03/2020
Jano;Rosas;9/01/1940;2953987193;Petén;Sayaxché;Fiebre, Tos seca;San Antonio, Estados Unidos;Sospechoso;18/04/2020
Learco;Garrido;19/08/1926;23955888131;Sololá;San Antonio Palopó;Fiebre, Tos seca;Guadalupe Victoria, Mexico;Sospechoso;16/04/2020
Ane;Corona;15/07/1983;1970895953;Guatemala;Guatemala;Fiebre, Cansancio, Escalofríos y dolores corporales;Cuauhtemoc, Mexico;Confirmado;15/04/2020
Naomi;Orta;14/12/2006;246439722010;Retalhuleu;San Felipe;Fiebre, Tos seca, Escalofríos y dolores corporales;Grand Rapids, Estados Unidos;Recuperado;12/04/2020
Esdras;Rosas;10/08/1923;25481862128;Guatemala;Guatemala;Fiebre, Tos seca, Escalofríos y dolores corporales;Río Alejandro, Panama;Sospechoso;22/03/2020
Rudolph;Melgar;1/12/1940;24415186174;San Marcos;Ayutla;Fiebre, Dificultad respiratoria;San Diego, Honduras;Confirmado;3/04/2020
Fidelia;Marroquín;29/08/1982;2959331396;Guatemala;Chuarrancho;Fiebre, Cansancio;Sacramento, Estados Unidos;Recuperado;27/04/2020
Estanislao;Zavala;9/06/1996;289627441710;Santa Rosa;Guazacapán;Fiebre, Tos seca;Joconal, Honduras;Sospechoso;22/03/2020
Iair;Correa;23/11/1995;2957341643;Sacatepéquez;Ciudad Vieja;Fiebre, Cansancio;Palma De Mallorca, España;Sospechoso;18/03/2020
Edelmiro;Lucio;20/10/1955;26201734112;San Marcos;Catarina;Fiebre, Tos seca;Alexandria, Estados Unidos;Sospechoso;22/03/2020
Octaviano;Naranjo;30/04/1972;25199339910;Escuintla;Iztapa;Fiebre, Dificultad respiratoria;El Plan, Honduras;Recuperado;22/04/2020
Ivon;Valladares;7/02/1961;2306798252;El Progreso;Sanarate;Fiebre, Cansancio, Escalofríos y dolores corporales;Vallecillo, Honduras;Sospechoso;26/03/2020
Arián;Hidalgo;26/09/1923;27316343192;San Marcos;Malacatán;Fiebre, Cansancio;Jacaltenango, Guatemala;Confirmado;18/03/2020
Meline;Rolón;21/07/2000;2340312036;Sololá;Concepción;Fiebre, Cansancio;San Marcos, Guatemala;Recuperado;1/04/2020
Maisie;Aguilera;24/06/1990;19209695229;San Marcos;Ayutla;Fiebre, Cansancio, Escalofríos y dolores corporales;El Viejo, Nicaragua;Confirmado;23/04/2020
Exuperancio;Velásquez;5/05/2018;26038338215;Chimaltenango;San Juan Comalapa;Fiebre, Cansancio;Garden Grove, Estados Unidos;Recuperado;26/04/2020
Maira;Montés;3/07/2001;25979402177;Sololá;Sololá;Fiebre, Dificultad respiratoria;Fovissste, Mexico;Confirmado;25/03/2020
Nicholai;Ríos;15/10/1964;26972805208;Guatemala;Chinautla;Fiebre, Dificultad respiratoria;El Tránsito, Honduras;Recuperado;9/04/2020
Menna;Escalante;9/10/1921;2628616433;Suchitepéquez;San José El Ídolo;Fiebre, Cansancio;Garden Grove, Estados Unidos;Sospechoso;19/04/2020
Eawinda;Cintrón;18/01/2014;294222142110;Guatemala;Chinautla;Fiebre, Cansancio, Escalofríos y dolores corporales;Dallas, Estados Unidos;Recuperado;7/05/2020
Polifemo;Gamez;2/03/2002;2815790645;Escuintla;Siquinalá;Fiebre, Cansancio;Nicoya, Costa Rica;Recuperado;13/03/2020
Aniano;Ibarra;8/02/2011;2306964398;Baja Verapaz;Salamá;Fiebre, Cansancio;Pittsburgh, Estados Unidos;Confirmado;14/03/2020
Hassan;Maestas;26/01/1991;2496308613;El Progreso;Guastatoya;Fiebre, Cansancio, Escalofríos y dolores corporales;Santa Ana, El Salvador;Sospechoso;8/04/2020
Rachelle;Saenz;16/06/1951;2936768728;Quiché;Pachalum;Fiebre, Tos seca, Escalofríos y dolores corporales;Asheville, Estados Unidos;Recuperado;4/04/2020
Iva;Jáquez;12/02/1933;2047762713;Santa Rosa;San Juan Tecuaco;Fiebre, Tos seca, Escalofríos y dolores corporales;Masaya, Nicaragua;Recuperado;30/03/2020
Pacífico;Barela;5/03/1942;247908171910;Escuintla;Palín;Fiebre, Dificultad respiratoria;Morelos, Mexico;Sospechoso;22/03/2020
Alen;Zarate;29/06/1921;2499680769;Retalhuleu;San Felipe;Fiebre, Tos seca;Santa Clara, Mexico;Confirmado;3/05/2020
Bastien;Velez;22/08/1950;20984510151;Sololá;San Antonio Palopó;Fiebre, Cansancio, Escalofríos y dolores corporales;Newton, Estados Unidos;Recuperado;28/03/2020
Argenta;Loera;19/09/2009;2353908123;Zacapa;Cabañas;Fiebre, Dificultad respiratoria;Duyure, Honduras;Recuperado;22/03/2020
Gay;Sosa;29/08/1965;27327821162;Escuintla;Palín;Fiebre, Tos seca;Guadalupe, Mexico;Confirmado;3/05/2020
Ada;Urbina;17/07/1987;2520801865;Sololá;Nahualá;Fiebre, Cansancio;San Diego, Estados Unidos;Recuperado;23/03/2020
Primo;Soto;8/08/1986;2401222662;Jutiapa;Jerez;Fiebre, Dificultad respiratoria;El Alamo, Mexico;Confirmado;28/04/2020
Fiona;Medrano;29/08/1937;2239629097;Guatemala;Villa Nueva;Fiebre, Tos seca;Alto del Espino, Panama;Recuperado;31/03/2020
Fabiola;Treviño;7/03/1959;27618285133;Escuintla;Tiquisate;Fiebre, Cansancio, Escalofríos y dolores corporales;Minneapolis, Estados Unidos;Recuperado;15/04/2020
Liborio;Atencio;27/02/1966;26497213217;San Marcos;Ayutla;Fiebre, Tos seca;La Esperanza, Mexico;Confirmado;2/04/2020
Yulan;Matos;22/11/2017;20787931114;El Progreso;Guastatoya;Fiebre, Cansancio, Escalofríos y dolores corporales;Zephyrhills, Estados Unidos;Sospechoso;17/04/2020
Enio;Luján;5/04/2008;2684973286;Escuintla;Tiquisate;Fiebre, Cansancio;San Andrés, Panama;Sospechoso;2/04/2020
Yakue;Lebrón;20/03/1928;23378784166;Sololá;Nahualá;Fiebre, Cansancio;Madrid, España;Sospechoso;5/05/2020
Santino;Ríos;10/12/2014;20511505110;Quiché;Pachalum;Fiebre, Tos seca;Jamaica, Estados Unidos;Recuperado;19/04/2020
Parmenio;Cortés;9/06/1964;2923506254;Jalapa;San Manuel Chaparrón;Fiebre, Dificultad respiratoria;Dallas, Estados Unidos;Recuperado;17/04/2020
Gilda;Rojas;25/02/1926;2449460366;Guatemala;Guatemala;Fiebre, Tos seca, Escalofríos y dolores corporales;Pajapita, Guatemala;Confirmado;21/03/2020
Geraldina;Zamudio;24/12/1934;25352962203;Escuintla;Palín;Fiebre, Dificultad respiratoria;San Lucas Tolimán, Guatemala;Confirmado;11/04/2020
Marisel;Alicea;30/05/1950;28277566213; Quetzaltenango; San Carlos Sija;Fiebre, Cansancio;Valdosta, Estados Unidos;Confirmado;16/03/2020
Freya;Rodrígez;22/09/1962;19140159129;Chimaltenango;Chimaltenango;Fiebre, Tos seca;Charleston, Estados Unidos;Sospechoso;3/04/2020
Clío;Barajas;6/04/1957;2649483975;Baja Verapaz;Granados;Fiebre, Dificultad respiratoria;Little Rock, Estados Unidos;Confirmado;25/04/2020
Flavia;Salgado;5/07/1933;23133783610;Zacapa;Usumatlán;Fiebre, Cansancio, Escalofríos y dolores corporales;20 de Noviembre, Mexico;Confirmado;27/03/2020
Elina;Rivas;18/12/2018;26177995132;Sololá;Nahualá;Fiebre, Tos seca, Escalofríos y dolores corporales;Irvine, Estados Unidos;Sospechoso;30/03/2020
Shulinen;Ontiveros;10/04/1939;2136495258;Suchitepéquez;San José El Ídolo;Fiebre, Cansancio;Miguel Hidalgo, Mexico;Sospechoso;1/04/2020
Auxano;Portillo;15/10/1936;278435242210;Huehuetenango;Cuilco;Fiebre, Dificultad respiratoria;Cabañas, Guatemala;Sospechoso;25/04/2020
Silvana;Nieto;22/03/1945;290360941010;Escuintla;Guaganazapa;Fiebre, Tos seca, Escalofríos y dolores corporales;Ipís, Costa Rica;Recuperado;23/04/2020
Millan;Linares;4/01/1980;19251917104;Retalhuleu;San Sebastián;Fiebre, Tos seca, Escalofríos y dolores corporales;Olympia, Estados Unidos;Confirmado;20/03/2020
Patsy;Villegas;18/05/1940;24836632188;Alta Verapaz;Tamahú;Fiebre, Dificultad respiratoria;Lafayette, Estados Unidos;Confirmado;15/03/2020
Zahir;Benavidez;17/07/1948;26641048189;Alta Verapaz;Tamahú;Fiebre, Cansancio;Magisterial, Mexico;Confirmado;4/04/2020
Dativa;Fonseca;27/03/1929;29602543155;San Marcos;Ixchiguán;Fiebre, Tos seca;Cleveland, Estados Unidos;Recuperado;29/04/2020
Leoncio;Vanegas;13/10/2012;20351493155;Santa Rosa;San Juan Tecuaco;Fiebre, Cansancio;Donostia-San Sebastian, España;Sospechoso;5/04/2020
Leneo;Casas;25/11/1946;2197902186;Jalapa;San Pedro Pinula;Fiebre, Cansancio, Escalofríos y dolores corporales;Anaheim, Estados Unidos;Recuperado;1/05/2020
Yoel;Madrigal;22/11/2016;28210461141;Guatemala;Chuarrancho;Fiebre, Cansancio, Escalofríos y dolores corporales;Miami Beach, Estados Unidos;Recuperado;29/04/2020
Jerusalén;Abeyta;25/04/1948;263697191410;Jutiapa;El Adelanto;Fiebre, Tos seca, Escalofríos y dolores corporales;Teupasenti, Honduras;Recuperado;15/04/2020
Cirineo;Salazar;27/02/2015;24931398171;Quetzaltenango;Almolonga;Fiebre, Cansancio, Escalofríos y dolores corporales;Orlando, Estados Unidos;Confirmado;26/04/2020
Noelio;Ríos;21/10/1936;2508489861;Huehuetenango;San Rafael La Independencia;Fiebre, Cansancio;La Paz de Oriente, Nicaragua;Sospechoso;16/03/2020
Theo;Tejeda;8/01/1947;2732978497;Guatemala;Palencia;Fiebre, Cansancio, Escalofríos y dolores corporales;Padova, Italia;Sospechoso;29/04/2020
Agripino;Loya;16/10/1995;2898327645;Sololá;Nahualá;Fiebre, Cansancio;San Esteban, Honduras;Recuperado;3/04/2020
Arnaldo;Navarrete;13/08/2014;2163162981;Sololá;San Antonio Palopó;Fiebre, Dificultad respiratoria;Zaragoza, Guatemala;Recuperado;11/04/2020
Teodomiro;Montés;8/03/1944;2185704096;Santa Rosa;Chiquimulilla;Fiebre, Dificultad respiratoria;San Marcos, Mexico;Confirmado;14/03/2020
Cloe;Pelayo;4/06/1976;28541989221;Chiquimula;San José la Arada;Fiebre, Tos seca, Escalofríos y dolores corporales;Fort Worth, Estados Unidos;Sospechoso;3/05/2020
Anselma;Lira;1/11/1972;20057750138;Guatemala;Guatemala;Fiebre, Cansancio;El Tránsito, Honduras;Confirmado;29/03/2020
Rubina;Rascón;11/04/2019;236227691010;Retalhuleu;San Felipe;Fiebre, Tos seca;Tepusteca, Honduras;Recuperado;30/04/2020
Jocelyn;Montemayor;24/04/1969;29531127169;Escuintla;San José;Fiebre, Tos seca, Escalofríos y dolores corporales;El Triunfo, Honduras;Confirmado;29/04/2020
Laertes;Rivera;8/04/1989;2968917473;Escuintla;San José;Fiebre, Tos seca;Tuscaloosa, Estados Unidos;Sospechoso;1/04/2020
Duarte;Miranda;24/05/1965;2306096527;Retalhuleu;San Felipe;Fiebre, Tos seca, Escalofríos y dolores corporales;Jamalteca, Honduras;Recuperado;20/04/2020
Hermelando;Balderas;13/03/1970;19769266228; Quetzaltenango; Cantel;Fiebre, Cansancio;Tucson, Estados Unidos;Recuperado;7/05/2020
Maricel;Valdés;21/11/1932;27235322118;Chiquimula;Ipala;Fiebre, Cansancio, Escalofríos y dolores corporales;Jardin, Mexico;Confirmado;2/04/2020
Solana;Alicea;16/08/1979;27990794129;Quetzaltenango;Cantel;Fiebre, Dificultad respiratoria;San Jose, Mexico;Sospechoso;2/05/2020
Teodequilda;Santana;18/12/1998;2554383952;El Progreso;San Cristóbal Acasaguastlán;Fiebre, Tos seca;Las Vegas, Estados Unidos;Recuperado;21/03/2020
Oto;Cano;24/10/1928;25233038227;Sololá;Nahualá;Fiebre, Cansancio;San Francisco, Panama;Confirmado;17/03/2020
Ghita;Mercado;22/03/1927;21890185196;Guatemala;Villa Nueva;Fiebre, Tos seca, Escalofríos y dolores corporales;Indianapolis, Estados Unidos;Confirmado;24/04/2020
