name;last_name;birth_date;id;city;town;symptoms;description;status
Stefano;Valentín;3/10/1945;24850864127;Jutiapa;Jalpatagua;Fiebre, Tos seca, Escalofríos y dolores corporales;Pittsburgh, Estados Unidos;Confirmado
Cilinia;Cardona;10/03/1994;23734337199;Quiché;Chajul;Fiebre, Tos seca;San Marcos, El Salvador;Recuperado
Anisia;Ruiz;21/04/1934;21188609163;Huehuetenango;La Libertad;Fiebre, Tos seca;Coruña, A, España;Sospechoso
Lía;Domínquez;8/11/2006;2917876066;Huehuetenango;La Libertad;Fiebre, Cansancio, Escalofríos y dolores corporales;Gainesville, Estados Unidos;Sospechoso
Cyrille;Ortega;15/05/1933;267897581410;Quetzaltenango;Almolonga;Fiebre, Tos seca;Dallas, Estados Unidos;Sospechoso
Argimiro;Lozano;10/03/1930;20320930202;Sololá;Concepción;Fiebre, Tos seca, Escalofríos y dolores corporales;Calle Blancos, Costa Rica;Sospechoso
Laurence;Botello;18/11/1956;20107870118;Huehuetenango;Ixtahuacán;Fiebre, Cansancio, Escalofríos y dolores corporales;Nueva Esperanza, Mexico;Confirmado
Alanis;Saucedo;12/01/1989;27852962195;Quiché;Chicamán;Fiebre, Cansancio, Escalofríos y dolores corporales;Boston, Estados Unidos;Recuperado
Steven;Valles;5/02/1992;28481109410;Escuintla;Guaganazapa;Fiebre, Tos seca;Wichita, Estados Unidos;Confirmado
Raynaldo;Reynoso;16/08/1958;19070324710;El Progreso;Guastatoya;Fiebre, Tos seca;Tulsa, Estados Unidos;Sospechoso
Juanelo;Calvillo;14/01/1948;28024229229;San Marcos;San Marcos;Fiebre, Tos seca;Sioguí Abajo, Panama;Sospechoso
Pulqui;Monroy;26/12/1991;28125964161;Escuintla;San José;Fiebre, Cansancio;20 de Noviembre, Mexico;Sospechoso
Licio;Serna;1/12/1982;29571630209;San Marcos;Catarina;Fiebre, Tos seca, Escalofríos y dolores corporales;Napoli, Italia;Recuperado
Otto;Prieto;7/01/1943;2218200998;Escuintla;Palín;Fiebre, Cansancio;Santa Elena, Mexico;Sospechoso
Larissa;Cordova;8/02/1963;20887604148;Quetzaltenango;Cantel;Fiebre, Tos seca;La Palma, Mexico;Confirmado
Ailín;Figueroa;18/09/1933;29196616222;Jalapa;San Manuel Chaparrón;Fiebre, Dificultad respiratoria;Vicente Guerrero, Mexico;Recuperado
Simoneta;Pacheco;24/09/1976;2782977623;Guatemala;Fraijanes;Fiebre, Cansancio, Escalofríos y dolores corporales;Guadalupe, Mexico;Recuperado
Gualterio;Hurtado;29/03/1975;2755087818;Sololá;Panajachel;Fiebre, Dificultad respiratoria;Pajapita, Guatemala;Recuperado
Adelmo;Urías;9/01/1986;26722673187;Huehuetenango;Santa Bárbara;Fiebre, Tos seca;Pocora, Costa Rica;Recuperado
Ellis;Tamez;4/09/1928;2107280583;Suchitepéquez;San José El Ídolo;Fiebre, Dificultad respiratoria;Huntington Beach, Estados Unidos;Sospechoso
Eileen;Arriaga;5/05/1956;20059477129;Santa Rosa;Cuilapa;Fiebre, Cansancio, Escalofríos y dolores corporales;Jose Maria Morelos, Mexico;Recuperado
Próspero;Fajardo;14/03/1988;22240762139;Sololá;Panajachel;Fiebre, Tos seca, Escalofríos y dolores corporales;Nueva Guinea, Nicaragua;Confirmado
Catalina;Sevilla;13/08/1967;199126262110;San Marcos;Catarina;Fiebre, Cansancio, Escalofríos y dolores corporales;San Antonio Huista, Guatemala;Sospechoso
Emir;Solórzano;10/02/1932;19388868217;Guatemala;Villa Nueva;Fiebre, Cansancio;Alajuela, Costa Rica;Sospechoso
Meneo;Bueno;1/07/1966;24881739203;Escuintla;Palín;Fiebre, Tos seca;Boston, Estados Unidos;Confirmado
Simeón;Navarrete;8/06/1963;2512482088;Guatemala;San Miguel Petapa;Fiebre, Dificultad respiratoria;Teruel, España;Confirmado
Delfín;Pineda;18/05/1945;23401769147;Retalhuleu;Champerico;Fiebre, Dificultad respiratoria;Sabadell, España;Recuperado
Lidia;Magana;14/10/1927;236696011210;Jutiapa;Jerez;Fiebre, Tos seca;Los Angeles, Estados Unidos;Confirmado
Magno;Negrete;13/01/1971;27362575202;Escuintla;San Vicente Pacaya;Fiebre, Cansancio, Escalofríos y dolores corporales;Palermo, Italia;Sospechoso
Belén;Soliz;28/10/1985;2897537847;San Marcos;Pajapita;Fiebre, Cansancio;Hidalgo, Mexico;Sospechoso
Patsy;Lemus;19/01/1964;2473590135;Guatemala;Villa Nueva;Fiebre, Cansancio, Escalofríos y dolores corporales;Evansville, Estados Unidos;Sospechoso
Adara;Aguirre;15/03/2013;2945175036;Alta Verapaz;Santa Cruz Verapaz;Fiebre, Tos seca;Rama, Nicaragua;Sospechoso
Evangeline;Guerrero;4/02/1933;29447944410;Guatemala;Chinautla;Fiebre, Cansancio, Escalofríos y dolores corporales;New York City, Estados Unidos;Sospechoso
Cameron;Ayala;20/07/1940;1906086045;Guatemala;Guatemala;Fiebre, Cansancio;La Gomera, Guatemala;Recuperado
Jamila;Narváez;25/08/1969;23758072195;Suchitepéquez;Samayac;Fiebre, Cansancio, Escalofríos y dolores corporales;Miami, Estados Unidos;Sospechoso
Nevio;Corona;20/04/1941;2066556588;Quiché;Santa María Nebaj;Fiebre, Dificultad respiratoria;Las Sabanas, Nicaragua;Sospechoso
Pompei;Covas;5/01/1994;2230812782;Petén;San José;Fiebre, Cansancio;Buffalo, Estados Unidos;Sospechoso
Bingham;Ruelas;27/11/1934;19137883207;Santa Rosa;Guazacapán;Fiebre, Cansancio;Chicago, Estados Unidos;Confirmado
Argento;Farías;30/06/1980;25991017142;Zacapa;Teculután;Fiebre, Cansancio, Escalofríos y dolores corporales;Midland, Estados Unidos;Confirmado
Fulk;Mena;11/03/1986;29764006205;Guatemala;Fraijanes;Fiebre, Tos seca, Escalofríos y dolores corporales;Cuauhtemoc, Mexico;Recuperado
Alfonsa;Rojo;15/11/1936;21008879119;Sololá;Panajachel;Fiebre, Tos seca;Beaufort, Estados Unidos;Sospechoso
Tara;Valdivia;26/04/2003;27993436145;Chiquimula;Quezaltepeque;Fiebre, Dificultad respiratoria;Austin, Estados Unidos;Sospechoso
Lara;Medrano;10/08/1969;193877161110;Suchitepéquez;Samayac;Fiebre, Cansancio, Escalofríos y dolores corporales;Lancaster, Estados Unidos;Recuperado
Jaclyn;Valladares;30/01/1936;2633419455;Guatemala;Villa Nueva;Fiebre, Cansancio, Escalofríos y dolores corporales;Washington, Estados Unidos;Sospechoso
Nino;Pizarro;17/12/1927;29588312166;Guatemala;Chinautla;Fiebre, Tos seca, Escalofríos y dolores corporales;Morales, Guatemala;Sospechoso
Frederic;Olivares;4/09/1959;29181918610;Escuintla;Iztapa;Fiebre, Tos seca, Escalofríos y dolores corporales;La Sarrosa, Honduras;Recuperado
Palas;Gamboa;17/06/2002;2975154616;Escuintla;Nueva Concepción;Fiebre, Tos seca, Escalofríos y dolores corporales;Perugia, Italia;Sospechoso
Alardo;Tejada;25/06/1924;2919414334;San Marcos;San Marcos;Fiebre, Tos seca;New Brunswick, Estados Unidos;Sospechoso
Jacques;Vera;15/11/1987;1944408236;San Marcos;Ayutla;Fiebre, Dificultad respiratoria;Bronx, Estados Unidos;Sospechoso
Amantzi;Rosas;27/06/1938;27417000159;Guatemala;Villa Nueva;Fiebre, Dificultad respiratoria;Naperville, Estados Unidos;Confirmado
Baldovino;Rivas;29/06/1965;2395944444;Retalhuleu;Santa Cruz Muluá;Fiebre, Dificultad respiratoria;Palmas De Gran Canaria, Las, España;Recuperado
Iberia;Montés;12/09/1974;2437530412;Alta Verapaz;Cobán;Fiebre, Tos seca, Escalofríos y dolores corporales;Midland, Estados Unidos;Recuperado
Suray;Espinal;28/03/1936;27960505510;Quetzaltenango;Salcajá;Fiebre, Dificultad respiratoria;San José, Costa Rica;Sospechoso
Lancelot;Pedraza;12/05/1992;2467722193;Escuintla;Nueva Concepción;Fiebre, Cansancio, Escalofríos y dolores corporales;Louisville, Estados Unidos;Confirmado
Kirk;Maestas;6/06/1992;24588672710;Escuintla;Tiquisate;Fiebre, Cansancio, Escalofríos y dolores corporales;Dolores, Nicaragua;Sospechoso
Obdulia;Razo;23/08/1967;27854314152;Retalhuleu;Santa Cruz Muluá;Fiebre, Cansancio, Escalofríos y dolores corporales;Schaumburg, Estados Unidos;Confirmado
Isberga;Naranjo;20/05/1945;2657830687;Jalapa;San Carlos Alzatate;Fiebre, Tos seca, Escalofríos y dolores corporales;Peña Blanca, Honduras;Confirmado
Gimena;Tijerina;17/10/1991;2383216441;Quetzaltenango;Cantel;Fiebre, Tos seca;Buenos Aires, Mexico;Sospechoso
Lizbeth;Salinas;8/04/1921;24683276105;Zacapa;Teculután;Fiebre, Dificultad respiratoria;Esquipulas, Costa Rica;Recuperado
Iraida;Apodaca;29/03/1925;22450870152;Retalhuleu;Santa Cruz Muluá;Fiebre, Tos seca;Infonavit, Mexico;Sospechoso
Memmon;Mireles;5/10/2018;2362869351;Huehuetenango;La Libertad;Fiebre, Tos seca;La Aurora, Mexico;Confirmado
Mauli;Bernal;23/05/1920;210876191610;Sololá;San Antonio Palopó;Fiebre, Tos seca;La Libertad, Mexico;Recuperado
Tomasa;Castillo;20/10/1938;2923812611;Escuintla;San José;Fiebre, Cansancio;Omaha, Estados Unidos;Sospechoso
Illcapil;Meraz;7/08/1936;2734512369;Escuintla;Palín;Fiebre, Cansancio, Escalofríos y dolores corporales;Chapultepec, Mexico;Sospechoso
Tupac;Alicea;13/11/1954;20122577194;Izabal;El Estor;Fiebre, Cansancio;Bálsamo Oriental, Honduras;Recuperado
Renau;Patino;2/05/2000;2177075164;Baja Verapaz;Cubulco;Fiebre, Cansancio;Santa Clara, Mexico;Recuperado
Ales;Saucedo;24/09/2007;2270929854;San Marcos;Comitancillo;Fiebre, Cansancio;Hartford, Estados Unidos;Sospechoso
Adaluz;García;22/09/1971;19128759113;San Marcos;Comitancillo;Fiebre, Tos seca, Escalofríos y dolores corporales;Quebrada Canoa, Panama;Recuperado
Dion;Macías;17/01/2009;25985180217;Petén;San Benito;Fiebre, Tos seca;Bellevue, Estados Unidos;Confirmado
Iberia;Amador;4/09/1952;19729474168;Jalapa;San Manuel Chaparrón;Fiebre, Dificultad respiratoria;Grand Rapids, Estados Unidos;Recuperado
Tancredo;Henríquez;29/06/1969;2988403833;Izabal;Los Amates;Fiebre, Tos seca, Escalofríos y dolores corporales;Berlín, El Salvador;Confirmado
Ibérico;Armas;5/06/1923;19729229135;Jutiapa;Conguaco;Fiebre, Dificultad respiratoria;El Paraíso, Honduras;Sospechoso
Raingarda;Mata;8/07/1926;19411041128;Suchitepéquez;Mazatenango ;Fiebre, Tos seca, Escalofríos y dolores corporales;San José, Costa Rica;Confirmado
Agus;Mejía;6/03/1940;24073062142;Santa Rosa;San Juan Tecuaco;Fiebre, Dificultad respiratoria;El Sauce, Nicaragua;Confirmado
Belmiro;Villagómez;12/06/1975;20574638168;Sololá;Concepción;Fiebre, Dificultad respiratoria;Nashville, Estados Unidos;Confirmado
Gregoria;Mota;20/05/1934;21523338182;Sololá;Sololá;Fiebre, Tos seca, Escalofríos y dolores corporales;Montgomery, Estados Unidos;Confirmado
Ceferino;Callas;22/02/1924;2219668149;El Progreso;San Cristóbal Acasaguastlán;Fiebre, Cansancio, Escalofríos y dolores corporales;San Lorenzo, Honduras;Recuperado
Bingham;Preciado;5/04/1961;20203195152;San Marcos;Comitancillo;Fiebre, Dificultad respiratoria;Rancho Nuevo, Mexico;Sospechoso
Melani;Godínez;17/06/1975;27456401175;San Marcos;San Marcos;Fiebre, Cansancio;San Antonio, Estados Unidos;Sospechoso
Gesualdo;Bustamante;15/01/1993;2046490053;Huehuetenango;La Libertad;Fiebre, Tos seca, Escalofríos y dolores corporales;Pensacola, Estados Unidos;Confirmado
Rhode;Noriega;28/02/1979;24379290124;Chiquimula;Jocotán;Fiebre, Tos seca;San Cristóbal Cucho, Guatemala;Recuperado
Wenzel;Cárdenas;18/08/1964;2001232186;Escuintla;Tiquisate;Fiebre, Cansancio;San Isidro, Mexico;Recuperado
Generosa;Palacios;31/05/1961;261208401810;Sacatepéquez;Pastores;Fiebre, Dificultad respiratoria;Honolulu, Estados Unidos;Sospechoso
Queremón;Olivera;12/07/1954;1941906547;Quiché;Chicamán;Fiebre, Tos seca, Escalofríos y dolores corporales;Emiliano Zapata, Mexico;Sospechoso
Alan;Castro;9/01/1993;2633313246;Santa Rosa;Cuilapa;Fiebre, Cansancio, Escalofríos y dolores corporales;Bellavista, Mexico;Recuperado
Crimilda;Tapia;10/03/1934;20646296114;San Marcos;Catarina;Fiebre, Tos seca;Lleida, España;Recuperado
Menqui;Benavides;9/03/1942;19577936206;Totonicapán;Momostenango;Fiebre, Tos seca;Evansville, Estados Unidos;Recuperado
Elio;Atencio;4/12/1954;193258082210;Guatemala;Fraijanes;Fiebre, Dificultad respiratoria;La Soledad, Mexico;Confirmado
Delvis;Casas;8/03/1970;290325901210;Retalhuleu;San Felipe;Fiebre, Tos seca;New Orleans, Estados Unidos;Confirmado
Lope;Reyes;4/10/1927;21460531164;San Marcos;Malacatán;Fiebre, Cansancio;Oakland, Estados Unidos;Sospechoso
Melisa;Alanis;25/11/1997;2058831548;Escuintla;San José;Fiebre, Dificultad respiratoria;Monticello, Estados Unidos;Recuperado
Emil;Fonseca;14/03/2000;24850739213;Sololá;Sololá;Fiebre, Tos seca;Santa Maria, Mexico;Confirmado
Graciana;Meza;28/04/1927;2479935751;Chiquimula;Quezaltepeque;Fiebre, Tos seca;Changuinola, Panama;Recuperado
Maida;Fonseca;2/08/1970;27993357173;Zacapa;Usumatlán;Fiebre, Tos seca;Lepaterique, Honduras;Confirmado
Benjamín;Valdés;26/09/1978;22404875129;Quiché;Cunén;Fiebre, Tos seca;Tulsa, Estados Unidos;Confirmado
Lauro;Cervantes;6/05/1940;2191310985;Sololá;Nahualá;Fiebre, Dificultad respiratoria;Huntington, Estados Unidos;Confirmado
Jackson;Lovato;24/07/1976;2503198592;San Marcos;Comitancillo;Fiebre, Tos seca, Escalofríos y dolores corporales;Erie, Estados Unidos;Sospechoso
Mijael;Flórez;13/08/1930;27316280214;Quetzaltenango;Almolonga;Fiebre, Cansancio, Escalofríos y dolores corporales;Pasadena, Estados Unidos;Confirmado
Mariela;Betancourt;18/01/1974;2020243389;Zacapa;Estanzuela;Fiebre, Cansancio;Pochuta, Guatemala;Confirmado
Elizabeth;Ávila;19/01/1976;25819273104;Suchitepéquez;Samayac;Fiebre, Cansancio, Escalofríos y dolores corporales;Mobile, Estados Unidos;Confirmado
brendan;Balderas;16/12/2001;222837872110;Guatemala;Amatitlán;Fiebre, Tos seca;Pittsburgh, Estados Unidos;Confirmado
Ald;Leyva;20/07/2002;2533663553;San Marcos;Catarina;Fiebre, Cansancio, Escalofríos y dolores corporales;San Rafael, Mexico;Confirmado
Lonhard;Ornelas;13/02/1993;22297216104;Escuintla;Nueva Concepción;Fiebre, Cansancio, Escalofríos y dolores corporales;Atlanta, Estados Unidos;Recuperado
Jeanette;Ortega;17/02/1967;2345711912;Sololá;Sololá;Fiebre, Dificultad respiratoria;Agua Buena, Panama;Confirmado
Zoilo;Gómez;4/05/1952;28934040118;Sololá;Concepción;Fiebre, Tos seca, Escalofríos y dolores corporales;Toledo, Estados Unidos;Confirmado
Neptuno;Rael;14/10/1975;2286599493;Escuintla;San José;Fiebre, Tos seca;Leon, España;Confirmado
Nadina;Gonzales;13/10/1959;22645079169;Guatemala;San José Pinula;Fiebre, Tos seca, Escalofríos y dolores corporales;San José, Costa Rica;Recuperado
Plinio;Bañuelos;24/01/1923;2204430915; Quetzaltenango; Cantel;Fiebre, Cansancio;Petoa, Honduras;Sospechoso
Renée;Solís;20/06/2012;1978686451;Guatemala;Palencia;Fiebre, Tos seca;Sabadell, España;Recuperado
Celmira;Hidalgo;9/05/1938;2441673854;San Marcos;San Marcos;Fiebre, Cansancio;Patzicía, Guatemala;Recuperado
Rosmira;Flórez;8/11/1953;19762415199;Izabal;Puerto Barrios;Fiebre, Tos seca;Santa Maria, Mexico;Recuperado
Carim;Valadez;5/04/1927;22903397210;Alta Verapaz;Cobán;Fiebre, Tos seca, Escalofríos y dolores corporales;Santa Fe, Estados Unidos;Confirmado
Isabella;Carrasquill;31/08/1943;25796774227;Guatemala;Villa Nueva;Fiebre, Cansancio, Escalofríos y dolores corporales;Charlotte, Estados Unidos;Confirmado
Leonilda;Gurule;28/04/2007;26609738114;Zacapa;Río Hondo;Fiebre, Cansancio;Niquinohomo, Nicaragua;Confirmado
Agar;Gómez;6/08/1944;22432972214;Escuintla;Iztapa;Fiebre, Cansancio, Escalofríos y dolores corporales;Daytona Beach, Estados Unidos;Confirmado
Nirma;Velez;27/01/2018;21822993148;Guatemala;Mixco;Fiebre, Cansancio, Escalofríos y dolores corporales;San Ignacio de Tupile, Panama;Recuperado
Crispina;Varela;2/04/1930;21333558229;Escuintla;Tiquisate;Fiebre, Tos seca;High Point, Estados Unidos;Sospechoso
Fanuel;Ybarra;11/08/1954;23692151218;San Marcos;San Marcos;Fiebre, Cansancio, Escalofríos y dolores corporales;San José de Comayagua, Honduras;Recuperado
Nahum;Veliz;2/04/1922;298617021410;San Marcos;Catarina;Fiebre, Dificultad respiratoria;Bejuco, Costa Rica;Sospechoso
Edilma;Saavedra;17/08/2012;28580000810;Jalapa;Mataquescuintla;Fiebre, Tos seca, Escalofríos y dolores corporales;Las Flores, Mexico;Sospechoso
Dídimo;Feliciano;4/07/2001;2492406097;Suchitepéquez;San José El Ídolo;Fiebre, Cansancio;Pacora, Panama;Recuperado
Eugene;Espinosa;9/08/1983;23010710123;Guatemala;Chuarrancho;Fiebre, Cansancio;Pejibaye, Costa Rica;Confirmado
Mildreda;Zaragoza;8/05/1948;22745640198;Escuintla;Nueva Concepción;Fiebre, Cansancio;Agalteca, Honduras;Recuperado
Albertina;Flórez;12/12/1921;2576219631;Guatemala;Guatemala;Fiebre, Dificultad respiratoria;Lancaster, Estados Unidos;Recuperado
Cátulo;Mondragón;30/08/2012;26559165104;Baja Verapaz;Purulhá;Fiebre, Tos seca, Escalofríos y dolores corporales;El Triunfo de la Cruz, Honduras;Confirmado
Henoch;Leiva;22/01/1962;20194562131;Chiquimula;Quezaltepeque;Fiebre, Tos seca, Escalofríos y dolores corporales;Tampa, Estados Unidos;Recuperado
Dafna;Galarza;17/12/2011;2552924873;Sololá;Panajachel;Fiebre, Cansancio;Castellon De La Plana/Castello De La Pla, España;Sospechoso
Joya;Salinas;14/05/1967;29302848202;Huehuetenango;Jacaltenango;Fiebre, Tos seca;Richmond, Estados Unidos;Recuperado
Juvencia;Hernandes;26/07/1995;26117842149;Jalapa;San Manuel Chaparrón;Fiebre, Tos seca;Chicago, Estados Unidos;Sospechoso
Piren;Castaneda;26/05/1946;29939005229;San Marcos;Ayutla;Fiebre, Dificultad respiratoria;El Lolo, Honduras;Recuperado
Geremías;Fuentes;13/02/2016;2425228419;Quetzaltenango;Almolonga;Fiebre, Cansancio;Saint Louis, Estados Unidos;Confirmado
Emilia;Jaime;25/06/1975;22219430158;Guatemala;Guatemala;Fiebre, Cansancio;Los Pinos, Mexico;Sospechoso
Caifas;Colunga;2/07/1931;20449060109;Huehuetenango;Cuilco;Fiebre, Tos seca;Albacete, España;Sospechoso
Egle;Lozada;25/08/1972;26826658186;Jutiapa;Jalpatagua;Fiebre, Cansancio;Esquipulas, Costa Rica;Recuperado
Yunka;Enríquez;13/03/1925;25863895710;Baja Verapaz;Granados;Fiebre, Cansancio, Escalofríos y dolores corporales;Zacatecoluca, El Salvador;Sospechoso
Verenice;Anguiano;10/03/1980;2762921974;San Marcos;Malacatán;Fiebre, Tos seca;Santa María de Jesús, Guatemala;Confirmado
Gregor;Galvez;1/10/2013;28766541199;Sololá;Panajachel;Fiebre, Tos seca;Fort Worth, Estados Unidos;Confirmado
Deodato;Arreola;17/01/2009;25455498185;Escuintla;San José;Fiebre, Tos seca, Escalofríos y dolores corporales;Charleston, Estados Unidos;Sospechoso
Lien;Holguín;13/03/1978;27388396201;Huehuetenango;La Libertad;Fiebre, Tos seca;New Bedford, Estados Unidos;Sospechoso
Vulcano;Ontiveros;3/06/2017;28236515110;Guatemala;Villa Nueva;Fiebre, Tos seca, Escalofríos y dolores corporales;El Tejocote, Mexico;Recuperado
Evodia;Najera;31/12/1985;28677431107;Escuintla;Palín;Fiebre, Cansancio;El Paso, Estados Unidos;Sospechoso
Fariol;Miranda;19/02/2008;25815866201;Guatemala;Mixco;Fiebre, Cansancio, Escalofríos y dolores corporales;Birmingham, Estados Unidos;Recuperado
Silverio;González;1/10/1992;21698642184;Escuintla;Palín;Fiebre, Cansancio, Escalofríos y dolores corporales;Iowa City, Estados Unidos;Recuperado
Emilian;Preciado;18/03/1979;19906984182;Guatemala;Fraijanes;Fiebre, Cansancio, Escalofríos y dolores corporales;Maple Plain, Estados Unidos;Confirmado
Alphonse;Quiroz;20/08/1931;24886774174;Izabal;Los Amates;Fiebre, Cansancio, Escalofríos y dolores corporales;Tulsa, Estados Unidos;Recuperado
Cordelia;Collazo;30/05/1998;26029502188; Quetzaltenango; Quetzaltenango;Fiebre, Cansancio, Escalofríos y dolores corporales;San Agustín Acasaguastlán, Guatemala;Confirmado
Cinty;Ávalos;29/01/2009;2875274314;Retalhuleu;Retalhuleu;Fiebre, Tos seca;El Rosario, Mexico;Confirmado
Cenobio;Carrero;27/08/1972;22226879209;Jalapa;San Pedro Pinula;Fiebre, Tos seca;Nueva Esperanza, Mexico;Confirmado
Mateos;Terrazas;9/07/2010;26035120176;Santa Rosa;Taxisco;Fiebre, Tos seca;La Palma, Panama;Confirmado
Pavel;Centeno;6/11/1952;24578905201;Sololá;San Antonio Palopó;Fiebre, Tos seca;San Marcos, Guatemala;Sospechoso
Noelino;Loya;12/12/1921;28180764185;Escuintla;San José;Fiebre, Tos seca;Benito Juarez, Mexico;Recuperado
Habib;Alonso;16/10/1923;2347463766;Escuintla;San José;Fiebre, Cansancio, Escalofríos y dolores corporales;El Viejo, Nicaragua;Confirmado
Cleto;Caraballo;15/03/2009;27664791151;Zacapa;Estanzuela;Fiebre, Tos seca, Escalofríos y dolores corporales;El Rosario, Nicaragua;Sospechoso
Jehiel;Olivares;9/03/1943;2437415179;Escuintla;Iztapa;Fiebre, Tos seca, Escalofríos y dolores corporales;Carson City, Estados Unidos;Sospechoso
Pirro;Aguilera;26/08/1947;21201855169;Sacatepéquez;Ciudad Vieja;Fiebre, Cansancio;Cabricán, Guatemala;Confirmado
Otilia;Cuellar;4/04/2003;27677968188;Guatemala;Fraijanes;Fiebre, Dificultad respiratoria;Goascorán, Honduras;Sospechoso
Hildegarda;Laureano;10/10/1973;21137528221;Escuintla;San José;Fiebre, Cansancio;Carson City, Estados Unidos;Sospechoso
Berenguer;Arreola;18/01/1940;1924203094;San Marcos;Catarina;Fiebre, Cansancio;Augusta, Estados Unidos;Recuperado
Gladys;Reséndez;16/09/1972;2549131468;Escuintla;Siquinalá;Fiebre, Cansancio, Escalofríos y dolores corporales;La Soledad, Mexico;Sospechoso
Lelio;Santacruz;30/06/1998;23755321110;Chiquimula;San Jacinto;Fiebre, Tos seca, Escalofríos y dolores corporales;El Triunfo de la Cruz, Honduras;Confirmado
Indes;Abrego;10/08/2015;27316546173;Guatemala;Guatemala;Fiebre, Cansancio, Escalofríos y dolores corporales;Yaruchel, Honduras;Recuperado
Raymi;Zambrano;1/03/1948;20375397212;Huehuetenango;Jacaltenango;Fiebre, Cansancio;Santa Cruz del Quiché, Guatemala;Recuperado
Belinda;Escobedo;22/10/1965;19454370222;Guatemala;San Miguel Petapa;Fiebre, Dificultad respiratoria;Pasadena, Estados Unidos;Confirmado
